SANTIAGO, -, CHL,,,,,
month,day,hour,Ta,G_Gh,G_Bn,G_Dh,FF
5,2,17,21.7,106,6,104,4.6
5,2,18,20,24,0,24,3.1
5,2,19,18,0,0,0,1
5,2,20,16.9,0,0,0,3.6
5,2,21,15,0,0,0,3.6
5,2,22,14,0,0,0,3.6
5,2,23,11.1,0,0,0,0
5,2,24,10,0,0,0,2.6
5,3,1,10,0,0,0,2.1
5,3,2,9.6,0,0,0,0
5,3,3,8,0,0,0,2.1
5,3,4,9,0,0,0,2.1
5,3,5,8.5,0,0,0,1.5
5,3,6,7,0,0,0,1
5,3,7,6,0,0,0,2.1
5,3,8,4.8,11,0,11,1
5,3,9,9,125,168,87,1.5
5,3,10,13,306,430,135,1.5
5,3,11,16.2,469,613,142,1
5,3,12,18,579,739,119,2.1
5,3,13,20,627,773,118,3.1
5,3,14,22.2,605,767,114,4.1
5,3,15,23,515,694,122,5.1
5,3,16,23,367,528,131,3.6
5,3,17,22.4,184,296,100,4.1
5,3,18,20,28,0,28,3.6
5,3,19,17,0,0,0,4.1
5,3,20,15.7,0,0,0,2.1
5,3,21,13.3,0,0,0,1
5,3,22,11,0,0,0,1.5
5,3,23,8.5,0,0,0,2.1
5,3,24,9,0,0,0,0.5
5,4,1,6,0,0,0,0.5
5,4,2,6,0,0,0,1
5,4,3,5,0,0,0,1
5,4,4,6,0,0,0,1.5
5,4,5,5.1,0,0,0,1.5
5,4,6,3,0,0,0,2.1
5,4,7,3,0,0,0,1
5,4,8,3.3,10,0,10,0.5
5,4,9,8,122,165,86,1
5,4,10,12,305,439,131,1.5
5,4,11,16.1,468,623,138,0.5
5,4,12,19,578,732,126,1
5,4,13,22,624,781,114,1
5,4,14,24.6,603,776,110,1.5
5,4,15,25.8,511,694,120,1.5
5,4,16,27,363,526,130,3.6
5,4,17,25.7,180,288,99,5.1
5,4,18,23,27,0,27,3.1
5,4,19,21,0,0,0,3.1
5,4,20,20,0,0,0,2.6
5,4,21,17,0,0,0,1
5,4,22,11,0,0,0,1.5
5,4,23,11.7,0,0,0,0.5
5,4,24,11,0,0,0,1
5,5,1,13,0,0,0,3.1
5,5,2,12.3,0,0,0,3.6
5,5,3,12,0,0,0,3.6
5,5,4,9,0,0,0,1
5,5,5,7.6,0,0,0,1
5,5,6,7,0,0,0,2.1
5,5,7,8,0,0,0,1.5
5,5,8,5.8,10,0,10,0
5,5,9,8,119,159,84,1.5
5,5,10,12,298,422,133,0
5,5,11,13.9,138,0,138,2.1
5,5,12,15,537,532,211,1.5
5,5,13,16,185,0,184,1
5,5,14,17,178,0,177,2.1
5,5,15,18,473,180,373,4.1
5,5,16,18,107,0,107,3.6
5,5,17,16.6,53,0,53,4.6
5,5,18,16,16,0,16,3.1
5,5,19,15,0,0,0,3.1
5,5,20,13.9,0,0,0,1.5
5,5,21,15,0,0,0,4.1
5,5,22,15,0,0,0,3.6
5,5,23,14.6,0,0,0,2.6
5,5,24,14.3,0,0,0,1
5,6,1,14,0,0,0,1.5
5,6,2,13.4,0,0,0,1
5,6,3,12,0,0,0,2.1
5,6,4,10,0,0,0,2.1
5,6,5,10.5,0,0,0,2.6
5,6,6,11,0,0,0,0.5
5,6,7,11.1,0,0,0,2.6
5,6,8,11.2,7,0,7,1.5
5,6,9,13,110,124,83,1
5,6,10,16,294,415,133,1
5,6,11,17.4,456,606,140,1
5,6,12,19,565,713,130,2.1
5,6,13,20,593,696,143,4.6
5,6,14,19.6,512,418,250,4.1
5,6,15,19.8,459,512,174,4.9
5,6,16,20,336,455,138,5.7
5,6,17,18.9,169,243,102,6.2
5,6,18,17,23,0,23,3.6
5,6,19,15,0,0,0,2.1
5,6,20,13.8,0,0,0,1.5
5,6,21,14,0,0,0,1
5,6,22,10,0,0,0,1.5
5,6,23,9.8,0,0,0,0.5
5,6,24,10,0,0,0,1
5,7,1,9,0,0,0,0.5
5,7,2,7.4,0,0,0,0.5
5,7,3,6,0,0,0,0.5
5,7,4,7,0,0,0,1
5,7,5,6.9,0,0,0,1
5,7,6,7,0,0,0,1
5,7,7,6,0,0,0,1
5,7,8,7.2,3,0,3,0
5,7,9,9,46,0,46,2.1
5,7,10,10,143,11,138,1
5,7,11,11.6,256,67,221,1
5,7,12,14,316,72,272,0.5
5,7,13,15,343,76,294,1
5,7,14,17.4,330,75,283,0.5
5,7,15,17,240,19,230,4.6
5,7,16,17,138,0,138,4.6
5,7,17,16.3,51,0,51,4.1
5,7,18,15,7,0,7,2.6
5,7,19,14,0,0,0,2.1
5,7,20,13.6,0,0,0,1.5
5,7,21,13,0,0,0,2.6
5,7,22,12,0,0,0,1.5
5,7,23,11.7,0,0,0,2.1
5,7,24,11,0,0,0,2.1
5,8,1,10,0,0,0,1
5,8,2,8.7,0,0,0,0
5,8,3,9,0,0,0,2.1
5,8,4,9,0,0,0,1
5,8,5,8.8,0,0,0,1
5,8,6,9,0,0,0,1.5
5,8,7,9,0,0,0,1
5,8,8,9.9,3,0,3,1.5
5,8,9,11,34,0,34,0.5
5,8,10,11,87,0,87,0.5
5,8,11,12.4,134,0,134,0.5
5,8,12,13,195,3,194,1.5
5,8,13,14,240,6,236,1.5
5,8,14,15.7,257,8,252,1
5,8,15,17,239,15,231,4.6
5,8,16,17,182,28,169,4.1
5,8,17,17.3,94,3,94,3.1
5,8,18,16,15,0,15,2.1
5,8,19,15,0,0,0,2.1
5,8,20,12.6,0,0,0,4.1
5,8,21,11,0,0,0,1
5,8,22,9,0,0,0,0.5
5,8,23,6.7,0,0,0,1
5,8,24,6,0,0,0,0.5
5,9,1,5,0,0,0,0.5
5,9,2,4.4,0,0,0,0
5,9,3,3,0,0,0,1.5
5,9,4,2,0,0,0,2.1
5,9,5,3,0,0,0,0.5
5,9,6,1,0,0,0,0.5
5,9,7,0,0,0,0,0.5
5,9,8,1.2,9,0,9,0.5
5,9,9,4,111,151,79,0.5
5,9,10,9,287,422,127,0
5,9,11,12.5,446,606,135,0.5
5,9,12,16,550,701,130,0.5
5,9,13,18,539,516,211,1
5,9,14,18.2,327,99,266,3.1
5,9,15,18,388,249,253,3.6
5,9,16,18,314,385,151,2.6
5,9,17,16.6,160,254,93,2.6
5,9,18,14,20,0,20,0.5
5,9,19,12,0,0,0,1.5
5,9,20,10.2,0,0,0,0
5,9,21,9,0,0,0,1
5,9,22,6,0,0,0,0.5
5,9,23,5.1,0,0,0,0
5,9,24,3,0,0,0,1.5
5,10,1,4,0,0,0,1
5,10,2,2.8,0,0,0,1
5,10,3,2,0,0,0,0
5,10,4,2,0,0,0,0
5,10,5,-0.3,0,0,0,1
5,10,6,0,0,0,0,0.5
5,10,7,0,0,0,0,0
5,10,8,1,8,0,8,0.5
5,10,9,5,108,148,78,0.5
5,10,10,8,284,424,125,0.5
5,10,11,13.1,443,607,134,0.5
5,10,12,15,552,722,121,1
5,10,13,18,599,781,106,1.5
5,10,14,19.9,577,782,98,3.1
5,10,15,21,487,685,116,5.1
5,10,16,21,339,505,126,4.1
5,10,17,19.9,162,267,92,3.1
5,10,18,17,20,0,20,3.6
5,10,19,13,0,0,0,2.6
5,10,20,11,0,0,0,0
5,10,21,11,0,0,0,1.5
5,10,22,8,0,0,0,2.6
5,10,23,5.7,0,0,0,1
5,10,24,5,0,0,0,0.5
5,11,1,6,0,0,0,0.5
5,11,2,1.9,0,0,0,0
5,11,3,2,0,0,0,0.5
5,11,4,2,0,0,0,0.5
5,11,5,0.7,0,0,0,1.5
5,11,6,0,0,0,0,1
5,11,7,1,0,0,0,0
5,11,8,0,8,0,8,0
5,11,9,4,106,145,77,1.5
5,11,10,7,278,407,126,1.5
5,11,11,11.2,415,524,150,0
5,11,12,16,526,605,167,1
5,11,13,19,577,689,144,1.5
5,11,14,20,562,741,111,2.6
5,11,15,21,474,645,127,2.6
5,11,16,21,329,401,161,2.6
5,11,17,20.4,156,245,92,3.1
5,11,18,17,19,0,19,2.1
5,11,19,14,0,0,0,3.1
5,11,20,13,0,0,0,3.1
5,11,21,9,0,0,0,3.1
5,11,22,7,0,0,0,2.6
5,11,23,5.1,0,0,0,0.5
5,11,24,5,0,0,0,2.1
5,12,1,6,0,0,0,1.5
5,12,2,3.2,0,0,0,1
5,12,3,4,0,0,0,2.6
5,12,4,3,0,0,0,1
5,12,5,1.8,0,0,0,1.5
5,12,6,1,0,0,0,0.5
5,12,7,2,0,0,0,1.5
5,12,8,0,8,0,8,1.5
5,12,9,4,104,199,64,0
5,12,10,8,274,403,126,1.5
5,12,11,13.2,412,525,148,0
5,12,12,17,534,649,152,0
5,12,13,20,588,700,151,2.1
5,12,14,23.1,568,778,97,0.5
5,12,15,24,478,678,116,2.1
5,12,16,26,332,423,156,2.1
5,12,17,24.5,153,205,101,1
5,12,18,21,19,0,19,0.5
5,12,19,18,0,0,0,1.5
5,12,20,14.3,0,0,0,0.5
5,12,21,12,0,0,0,0
5,12,22,9,0,0,0,1.5
5,12,23,8.8,0,0,0,1.5
5,12,24,9,0,0,0,1
5,13,1,6,0,0,0,1.5
5,13,2,5.2,0,0,0,2.1
5,13,3,8,0,0,0,0
5,13,4,4,0,0,0,1
5,13,5,3.1,0,0,0,1.5
5,13,6,4,0,0,0,1.5
5,13,7,4,0,0,0,0.5
5,13,8,3.8,7,0,7,0.5
5,13,9,9,101,186,64,1.5
5,13,10,13,274,361,141,0.5
5,13,11,15.9,432,564,151,1.5
5,13,12,20,532,714,114,2.6
5,13,13,23,563,699,129,2.1
5,13,14,24.6,516,442,250,4.1
5,13,15,26,398,303,237,3.6
5,13,16,26,239,123,188,3.6
5,13,17,23.5,87,3,86,4.1
5,13,18,20.7,16,0,16,3.1
5,13,19,18,0,0,0,3.1
5,13,20,15.7,0,0,0,1.5
5,13,21,12,0,0,0,1
5,13,22,11,0,0,0,1.5
5,13,23,9.8,0,0,0,0
5,13,24,10,0,0,0,0
5,14,1,7,0,0,0,0
5,14,2,5.7,0,0,0,1
5,14,3,5,0,0,0,0.5
5,14,4,7,0,0,0,0.5
5,14,5,4.5,0,0,0,0.5
5,14,6,3,0,0,0,1
5,14,7,3,0,0,0,0
5,14,8,4.3,7,0,7,1
5,14,9,7,100,136,73,0.5
5,14,10,13,271,412,121,0.5
5,14,11,16,429,603,130,0.5
5,14,12,20,537,723,116,1
5,14,13,22,582,786,97,1.5
5,14,14,24.6,559,772,96,2.1
5,14,15,25,469,676,112,4.6
5,14,16,25,323,488,124,5.1
5,14,17,24,150,246,88,4.6
5,14,18,21,18,0,18,3.6
5,14,19,17,0,0,0,2.1
5,14,20,16.4,0,0,0,2.6
5,14,21,13,0,0,0,1.5
5,14,22,10,0,0,0,0.5
5,14,23,9,0,0,0,2.1
5,14,24,9,0,0,0,1.5
5,15,1,8,0,0,0,1
5,15,2,7,0,0,0,0
5,15,3,6,0,0,0,0
5,15,4,5,0,0,0,0.5
5,15,5,3.8,0,0,0,0.5
5,15,6,3,0,0,0,1
5,15,7,4,0,0,0,1
5,15,8,6.2,6,0,6,2.1
5,15,9,7,96,117,73,0.5
5,15,10,12,265,396,122,2.1
5,15,11,16.2,421,583,134,1.5
5,15,12,20,527,697,123,0
5,15,13,21,571,749,111,1.5
5,15,14,22.8,547,733,111,2.6
5,15,15,24,462,661,115,3.1
5,15,16,24,317,474,125,3.1
5,15,17,22.1,146,240,87,5.1
5,15,18,19,17,0,17,2.6
5,15,19,16,0,0,0,0.5
5,15,20,14.7,0,0,0,3.1
5,15,21,14,0,0,0,1
5,15,22,10,0,0,0,1
5,15,23,9.5,0,0,0,1.5
5,15,24,8,0,0,0,0
5,16,1,8,0,0,0,1
5,16,2,6.5,0,0,0,1
5,16,3,6,0,0,0,2.6
5,16,4,6,0,0,0,0.5
5,16,5,6.2,0,0,0,0.5
5,16,6,7,0,0,0,1.5
5,16,7,4,0,0,0,1.5
5,16,8,4.3,6,0,6,0.5
5,16,9,7,85,74,71,0.5
5,16,10,10,184,66,160,0
5,16,11,11.6,125,0,125,1
5,16,12,14,209,6,205,0.5
5,16,13,15,276,16,267,1.5
5,16,14,16.6,308,64,270,1.5
5,16,15,16,258,46,234,4.1
5,16,16,15,177,26,167,4.6
5,16,17,14.8,81,0,81,4.6
5,16,18,14,11,0,11,1.5
5,16,19,12,0,0,0,2.1
5,16,20,12.4,0,0,0,0
5,16,21,12,0,0,0,0.5
5,16,22,12,0,0,0,1.5
5,16,23,10,0,0,0,1
5,16,24,9,0,0,0,1.5
5,17,1,9,0,0,0,1
5,17,2,8.7,0,0,0,1
5,17,3,9,0,0,0,0.5
5,17,4,9,0,0,0,1
5,17,5,9.7,0,0,0,1.5
5,17,6,10,0,0,0,1.5
5,17,7,9,0,0,0,1.5
5,17,8,8.2,2,0,2,2.1
5,17,9,10,37,0,37,0.5
5,17,10,11,127,8,124,1.5
5,17,11,12.7,234,49,210,1.5
5,17,12,15,294,47,267,0.5
5,17,13,15,319,90,264,2.6
5,17,14,15,305,88,254,3.6
5,17,15,15,220,18,211,10.3
5,17,16,15,124,0,124,4.1
5,17,17,14.4,42,0,42,4.6
5,17,18,14,11,0,11,2.1
5,17,19,13,0,0,0,3.6
5,17,20,11.2,0,0,0,1.5
5,17,21,12,0,0,0,2.6
5,17,22,7,0,0,0,1.5
5,17,23,7.6,0,0,0,0.5
5,17,24,8,0,0,0,0
5,18,1,9.1,0,0,0,1
5,18,2,10.3,0,0,0,0.5
5,18,3,10,0,0,0,0.5
5,18,4,10,0,0,0,0
5,18,5,10.2,0,0,0,0
5,18,6,11,0,0,0,1
5,18,7,10,0,0,0,1.5
5,18,8,9.8,2,0,2,1
5,18,9,10,36,0,36,0.5
5,18,10,12,125,7,123,1
5,18,11,12.9,233,50,209,0.5
5,18,12,14,432,304,259,0.5
5,18,13,15.5,536,582,185,1.5
5,18,14,17,535,702,123,2.6
5,18,15,17,446,635,119,2.1
5,18,16,17,305,453,125,2.6
5,18,17,17.1,137,173,96,4.6
5,18,18,14,15,0,15,3.1
5,18,19,14,0,0,0,3.1
5,18,20,11.1,0,0,0,2.1
5,18,21,11,0,0,0,1
5,18,22,7,0,0,0,1
5,18,23,5.7,0,0,0,2.1
5,18,24,5,0,0,0,0.5
5,19,1,5.5,0,0,0,1
5,19,2,6,0,0,0,0.5
5,19,3,7,0,0,0,1
5,19,4,5,0,0,0,1
5,19,5,4.5,0,0,0,0.5
5,19,6,4,0,0,0,0
5,19,7,2,0,0,0,2.1
5,19,8,3.2,5,0,5,2.1
5,19,9,4,89,111,69,0.5
5,19,10,9,255,394,117,0
5,19,11,12,408,581,129,1
5,19,12,14,514,702,116,1
5,19,13,16,555,741,109,1
5,19,14,17.8,532,728,108,2.1
5,19,15,19,446,648,114,2.6
5,19,16,19,306,470,121,2.6
5,19,17,18.7,137,227,84,3.6
5,19,18,16,15,0,15,3.1
5,19,19,13,0,0,0,2.1
5,19,20,13.5,0,0,0,1.5
5,19,21,12,0,0,0,1
5,19,22,8,0,0,0,0.5
5,19,23,5.7,0,0,0,0.5
5,19,24,5.3,0,0,0,0
5,20,1,5,0,0,0,0.5
5,20,2,2.7,0,0,0,0
5,20,3,2,0,0,0,0.5
5,20,4,3,0,0,0,0.5
5,20,5,1.4,0,0,0,0
5,20,6,0,0,0,0,1.5
5,20,7,0,0,0,0,1
5,20,8,0.3,5,0,5,1
5,20,9,5,87,109,67,1
5,20,10,9,252,391,116,1.5
5,20,11,13.2,404,573,130,0.5
5,20,12,17,509,693,118,0
5,20,13,19,315,149,226,1
5,20,14,21.4,303,92,250,1
5,20,15,23,255,64,222,2.1
5,20,16,23,174,54,153,3.6
5,20,17,22.1,78,0,78,2.1
5,20,18,18,15,0,15,4.1
5,20,19,15,0,0,0,1
5,20,20,14.1,0,0,0,3.6
5,20,21,14,0,0,0,2.1
5,20,22,12,0,0,0,2.6
5,20,23,10.5,0,0,0,2.1
5,20,24,5,0,0,0,1.5
5,21,1,4,0,0,0,0.5
5,21,2,5,0,0,0,0
5,21,3,3,0,0,0,0.5
5,21,4,2,0,0,0,0.5
5,21,5,1.5,0,0,0,0
5,21,6,2,0,0,0,0
5,21,7,2,0,0,0,1
5,21,8,0.8,5,0,5,0.5
5,21,9,3,85,92,69,0.5
5,21,10,7,250,392,115,0
5,21,11,10.2,401,574,129,2.1
5,21,12,13,508,703,114,1
5,21,13,16,551,753,103,1
5,21,14,16.7,527,734,104,4.6
5,21,15,16,440,646,113,5.1
5,21,16,17,300,465,120,4.6
5,21,17,15.9,133,220,82,3.6
5,21,18,13,14,0,14,4.6
5,21,19,11,0,0,0,2.6
5,21,20,9.7,0,0,0,3.1
5,21,21,7.8,0,0,0,2.6
5,21,22,6,0,0,0,1
5,21,23,5,0,0,0,0.5
5,21,24,6,0,0,0,0
5,22,1,4,0,0,0,0
5,22,2,3.4,0,0,0,1.5
5,22,3,4,0,0,0,0
5,22,4,5,0,0,0,1
5,22,5,4.8,0,0,0,1
5,22,6,4,0,0,0,1.5
5,22,7,4,0,0,0,1.5
5,22,8,4.2,3,0,3,0
5,22,9,6,47,0,47,0
5,22,10,9,139,20,132,4.1
5,22,11,10,225,25,213,4.6
5,22,12,10,265,44,241,5.1
5,22,13,12,265,12,258,5.1
5,22,14,13.1,232,7,228,3.6
5,22,15,13,174,2,173,3.6
5,22,16,14,104,0,104,3.1
5,22,17,12.3,39,0,39,6.7
5,22,18,10,4,0,4,5.1
5,22,19,9,0,0,0,3.6
5,22,20,8.9,0,0,0,3.1
5,22,21,8.4,0,0,0,2.6
5,22,22,8,0,0,0,2.1
5,22,23,7.7,0,0,0,4.1
5,22,24,8,0,0,0,1
5,23,1,8,0,0,0,3.1
5,23,2,7.7,0,0,0,3.1
5,23,3,8,0,0,0,2.1
5,23,4,8,0,0,0,1.5
5,23,5,8.3,0,0,0,1
5,23,6,8,0,0,0,0
5,23,7,8,0,0,0,1.5
5,23,8,8.4,1,0,1,1.5
5,23,9,9,24,0,24,1.5
5,23,10,10,72,0,72,1
5,23,11,10.4,118,0,118,1.5
5,23,12,12,149,0,149,0.5
5,23,13,12,162,0,162,0.5
5,23,14,12.1,155,0,155,2.1
5,23,15,12,129,0,129,2.6
5,23,16,12,88,0,88,2.1
5,23,17,12,39,0,39,4.1
5,23,18,11,4,0,4,2.6
5,23,19,11,0,0,0,1
5,23,20,11,0,0,0,2.6
5,23,21,11,0,0,0,2.1
5,23,22,12,0,0,0,1
5,23,23,11.7,0,0,0,4.6
5,23,24,12,0,0,0,4.6
5,24,1,12,0,0,0,5.7
5,24,2,11.5,0,0,0,4.1
5,24,3,11.2,0,0,0,2.6
5,24,4,11,0,0,0,2.6
5,24,5,10.5,0,0,0,0.5
5,24,6,11,0,0,0,2.1
5,24,7,10,0,0,0,1
5,24,8,10.2,1,0,1,2.1
5,24,9,11,23,0,23,1
5,24,10,11,72,0,72,2.1
5,24,11,11.7,116,0,116,3.1
5,24,12,11.8,148,0,148,3.1
5,24,13,12,161,0,161,3.6
5,24,14,12.9,154,0,154,2.6
5,24,15,12.6,128,0,128,2.7
5,24,16,12.3,87,0,87,2.8
5,24,17,12,38,0,38,2.8
5,24,18,11.8,4,0,4,2.9
5,24,19,11.5,0,0,0,3
5,24,20,11.2,0,0,0,3.1
5,24,21,12,0,0,0,3.1
5,24,22,11,0,0,0,2.1
5,24,23,10.6,0,0,0,0.5
5,24,24,11,0,0,0,1.5
5,25,1,10,0,0,0,1
5,25,2,9.4,0,0,0,0.5
5,25,3,6,0,0,0,1.5
5,25,4,8,0,0,0,1
5,25,5,7.4,0,0,0,2.6
5,25,6,7,0,0,0,1
5,25,7,8,0,0,0,1
5,25,8,7.9,1,0,1,1
5,25,9,8,31,0,31,0.5
5,25,10,9,115,4,114,1.5
5,25,11,10.3,219,47,197,0.5
5,25,12,12,239,8,235,1.5
5,25,13,12,213,6,210,0.5
5,25,14,12.5,154,0,154,1
5,25,15,13,128,0,128,0
5,25,16,13,87,0,87,0.5
5,25,17,12.6,38,0,38,0.5
5,25,18,12,4,0,4,1
5,25,19,11,0,0,0,0.5
5,25,20,10.9,0,0,0,0
5,25,21,9,0,0,0,0
5,25,22,9,0,0,0,0
5,25,23,8.6,0,0,0,0.5
5,25,24,8,0,0,0,0
5,26,1,8,0,0,0,1
5,26,2,7.3,0,0,0,1.5
5,26,3,7,0,0,0,1
5,26,4,6,0,0,0,0
5,26,5,5.3,0,0,0,1
5,26,6,4,0,0,0,1
5,26,7,4.3,0,0,0,1.5
5,26,8,4.6,1,0,1,2.1
5,26,9,7,23,0,23,2.6
5,26,10,6,70,0,70,0.5
5,26,11,7.5,115,0,115,1.5
5,26,12,10,146,0,146,0.5
5,26,13,12,158,0,158,2.1
5,26,14,12.7,152,0,152,3.6
5,26,15,13,127,0,127,2.1
5,26,16,12,86,0,86,3.1
5,26,17,11.8,37,0,37,2.6
5,26,18,11,9,0,9,3.1
5,26,19,10,0,0,0,2.1
5,26,20,9.4,0,0,0,1
5,26,21,8,0,0,0,3.6
5,26,22,8.6,0,0,0,6.7
5,26,23,9.2,0,0,0,3.6
5,26,24,9,0,0,0,4.1
5,27,1,9,0,0,0,2.6
5,27,2,9.1,0,0,0,1.5
5,27,3,9,0,0,0,2.1
5,27,4,9,0,0,0,0
5,27,5,8.2,0,0,0,0.5
5,27,6,8,0,0,0,1
5,27,7,8.2,0,0,0,1.2
5,27,8,8.4,1,0,1,1.5
5,27,9,9,22,0,22,4.6
5,27,10,10,69,0,69,3.1
5,27,11,9.7,114,0,114,6.2
5,27,12,10,145,0,145,4.1
5,27,13,10,158,0,158,3.6
5,27,14,9.7,152,0,152,2.6
5,27,15,10,126,0,126,1.5
5,27,16,10,85,0,85,1
5,27,17,10.2,37,0,37,0.5
5,27,18,10,5,0,5,0.5
5,27,19,9,0,0,0,1.5
5,27,20,9.1,0,0,0,0.5
5,27,21,9,0,0,0,0
5,27,22,9,0,0,0,0.5
5,27,23,7.4,0,0,0,1.5
5,27,24,6,0,0,0,1
5,28,1,4,0,0,0,1
5,28,2,3,0,0,0,1
5,28,3,3,0,0,0,0.5
5,28,4,4,0,0,0,0
5,28,5,3.3,0,0,0,0.5
5,28,6,2,0,0,0,0
5,28,7,2,0,0,0,0
5,28,8,1.8,1,0,1,0
5,28,9,3,41,0,41,1
5,28,10,4,173,137,129,0.5
5,28,11,7.4,330,338,176,0.5
5,28,12,11,403,318,231,1
5,28,13,14,421,318,237,0.5
5,28,14,15.7,378,211,260,0
5,28,15,16,293,144,222,1.5
5,28,16,17,180,76,152,1
5,28,17,15.9,69,0,69,1
5,28,18,14,9,0,9,0
5,28,19,14,0,0,0,1.5
5,28,20,11.8,0,0,0,0.5
5,28,21,10,0,0,0,2.1
5,28,22,9,0,0,0,0.5
5,28,23,7.1,0,0,0,1.5
5,28,24,8,0,0,0,1
5,29,1,7,0,0,0,1
5,29,2,7,0,0,0,0.5
5,29,3,7,0,0,0,1
5,29,4,6,0,0,0,0.5
5,29,5,6.4,0,0,0,1
5,29,6,8,0,0,0,1
5,29,7,6,0,0,0,2.6
5,29,8,6.7,1,0,1,3.1
5,29,9,8,21,0,21,0.5
5,29,10,9,68,0,68,0.5
5,29,11,11,113,0,113,1.5
5,29,12,12,143,0,143,1
5,29,13,12,156,0,156,1.5
5,29,14,13.1,150,0,150,1.5
5,29,15,13,125,0,125,1.5
5,29,16,12,84,0,84,1.5
5,29,17,11.7,36,0,36,1
5,29,18,11,4,0,4,0.5
5,29,19,10,0,0,0,1.5
5,29,20,10.4,0,0,0,2.6
5,29,21,10,0,0,0,1.5
5,29,22,10,0,0,0,1.5
5,29,23,8.6,0,0,0,1.5
5,29,24,8,0,0,0,2.6
5,30,1,8,0,0,0,1.5
5,30,2,7.1,0,0,0,0
5,30,3,8,0,0,0,1
5,30,4,6,0,0,0,1.5
5,30,5,6.4,0,0,0,2.1
5,30,6,6,0,0,0,1
5,30,7,6,0,0,0,0
5,30,8,5.8,1,0,1,1
5,30,9,5,44,0,44,0.5
5,30,10,8,188,202,123,0.5
5,30,11,12.1,349,423,158,2.1
5,30,12,15,447,565,143,0
5,30,13,15.7,487,577,157,1
5,30,14,16.4,467,564,154,2.1
5,30,15,18,381,474,151,2.1
5,30,16,18,250,312,135,1.5
5,30,17,18.2,103,91,84,1.5
5,30,18,15,11,0,11,1
5,30,19,14,0,0,0,2.1
5,30,20,13,0,0,0,3.1
5,30,21,12,0,0,0,2.1
5,30,22,10,0,0,0,0.5
5,30,23,8.1,0,0,0,0
5,30,24,8.5,0,0,0,0.7
5,31,1,9,0,0,0,1.5
5,31,2,7.4,0,0,0,1
5,31,3,7,0,0,0,0
5,31,4,7,0,0,0,0
5,31,5,6.9,0,0,0,1.5
5,31,6,8,0,0,0,2.6
5,31,7,8,0,0,0,1
5,31,8,8,2,0,2,0.5
5,31,9,10,58,33,53,1.5
5,31,10,11,166,87,139,0
5,31,11,13,209,45,189,1
5,31,12,14,230,19,220,0.5
5,31,13,15,205,7,201,2.1
5,31,14,16.9,149,0,149,1.5
5,31,15,17,124,0,124,1.5
5,31,16,16.5,83,0,83,1
5,31,17,16,35,0,35,0.5
5,31,18,14,3,0,3,1.5
5,31,19,14,0,0,0,1
5,31,20,13.2,0,0,0,1.5
5,31,21,12.5,0,0,0,1
5,31,22,11.5,0,0,0,0
5,31,23,10.1,0,0,0,0
5,31,24,8.3,0,0,0,0.2
6,1,1,6.4,0,0,0,1
6,1,2,4.7,0,0,0,1.5
6,1,3,3.4,0,0,0,1
6,1,4,2.6,0,0,0,0.5
6,1,5,2.1,0,0,0,1.5
6,1,6,1.6,0,0,0,0.5
6,1,7,1,0,0,0,1
6,1,8,1.2,2,0,2,2.1
6,1,9,4.1,65,69,55,0.5
6,1,10,7,213,334,107,0
6,1,11,11.4,307,310,168,1
6,1,12,14,271,81,227,0.5
6,1,13,19,296,52,267,0.5
6,1,14,20.1,285,51,257,0.5
6,1,15,21,237,45,215,1.5
6,1,16,20,160,19,153,2.1
6,1,17,19.1,69,0,69,2.1
6,1,18,17,7,0,7,0.5
6,1,19,16,0,0,0,1.5
6,1,20,12,0,0,0,0.5
6,1,21,12,0,0,0,0.5
6,1,22,12,0,0,0,1.5
6,1,23,9.3,0,0,0,1.5
6,1,24,7,0,0,0,2.1
6,2,1,7,0,0,0,0
6,2,2,5.3,0,0,0,0
6,2,3,4,0,0,0,0.5
6,2,4,5,0,0,0,2.1
6,2,5,5.9,0,0,0,0
6,2,6,5,0,0,0,0
6,2,7,5,0,0,0,1
6,2,8,8.9,1,0,1,0
6,2,9,7,20,0,20,0
6,2,10,9,67,0,67,1.5
6,2,11,13,112,0,112,0
6,2,12,16,143,0,143,1
6,2,13,18,156,0,156,0.5
6,2,14,19.8,150,0,150,1.5
6,2,15,21,125,0,125,0
6,2,16,20,84,0,84,1
6,2,17,19,36,0,36,0.5
6,2,18,17,4,0,4,0
6,2,19,14,0,0,0,0
6,2,20,12.5,0,0,0,0
6,2,21,14,0,0,0,2.1
6,2,22,12,0,0,0,1
6,2,23,10.9,0,0,0,2.6
6,2,24,12,0,0,0,1
6,3,1,10,0,0,0,0
6,3,2,9.5,0,0,0,1.5
6,3,3,9,0,0,0,0
6,3,4,8,0,0,0,0.5
6,3,5,8,0,0,0,0
6,3,6,8,0,0,0,0
6,3,7,6,0,0,0,0
6,3,8,6.4,2,0,2,0.5
6,3,9,8,37,0,37,0
6,3,10,11,126,21,120,1
6,3,11,14.5,303,250,192,2.1
6,3,12,16,446,542,160,4.1
6,3,13,18,514,677,132,3.6
6,3,14,18.2,452,510,173,3.1
6,3,15,18,234,74,199,3.6
6,3,16,19,158,19,151,2.1
6,3,17,17.4,112,176,75,2.6
6,3,18,15,11,0,11,2.6
6,3,19,13,0,0,0,2.1
6,3,20,12.1,0,0,0,2.6
6,3,21,11,0,0,0,3.6
